Message,Date
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=87.1,GuRange1=0,GuRange2=0,GuRange3=4"",""ExceptionInfo"":""""}",2026-06-05 17:00:31.334884
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=85.7,GuRange1=0,GuRange2=0,GuRange3=5"",""ExceptionInfo"":""""}",2026-06-05 17:00:31.851693
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=84.3,GuRange1=0,GuRange2=0,GuRange3=6"",""ExceptionInfo"":""""}",2026-06-05 17:00:32.369717
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=82.9,GuRange1=0,GuRange2=0,GuRange3=7"",""ExceptionInfo"":""""}",2026-06-05 17:00:32.890418
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=82.2,GuRange1=0,GuRange2=0,GuRange3=8"",""ExceptionInfo"":""""}",2026-06-05 17:00:33.421180
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=80.1,GuRange1=0,GuRange2=0,GuRange3=9"",""ExceptionInfo"":""""}",2026-06-05 17:00:33.945171
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=78.7,GuRange1=0,GuRange2=0,GuRange3=10"",""ExceptionInfo"":""""}",2026-06-05 17:00:34.466330
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=78,GuRange1=0,GuRange2=0,GuRange3=11"",""ExceptionInfo"":""""}",2026-06-05 17:00:34.986408
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=75.9,GuRange1=0,GuRange2=0,GuRange3=12"",""ExceptionInfo"":""""}",2026-06-05 17:00:35.616167
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=75.9,GuRange1=0,GuRange2=0,GuRange3=13"",""ExceptionInfo"":""""}",2026-06-05 17:00:36.229496
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=73.8,GuRange1=0,GuRange2=0,GuRange3=14"",""ExceptionInfo"":""""}",2026-06-05 17:00:36.855154
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=72.4,GuRange1=0,GuRange2=0,GuRange3=15"",""ExceptionInfo"":""""}",2026-06-05 17:00:37.468956
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=71,GuRange1=0,GuRange2=0,GuRange3=16"",""ExceptionInfo"":""""}",2026-06-05 17:00:37.999673
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=69.6,GuRange1=0,GuRange2=0,GuRange3=17"",""ExceptionInfo"":""""}",2026-06-05 17:00:38.543037
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=67.5,GuRange1=0,GuRange2=0,GuRange3=18"",""ExceptionInfo"":""""}",2026-06-05 17:00:39.074423
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=66.1,GuRange1=0,GuRange2=0,GuRange3=19"",""ExceptionInfo"":""""}",2026-06-05 17:00:39.601309
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=65.4,GuRange1=0,GuRange2=0,GuRange3=20"",""ExceptionInfo"":""""}",2026-06-05 17:00:40.121641
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=65.4,GuRange1=0,GuRange2=0,GuRange3=21"",""ExceptionInfo"":""""}",2026-06-05 17:00:40.654124
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=64,GuRange1=0,GuRange2=0,GuRange3=22"",""ExceptionInfo"":""""}",2026-06-05 17:00:41.187533
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=61.9,GuRange1=0,GuRange2=0,GuRange3=23"",""ExceptionInfo"":""""}",2026-06-05 17:00:41.706941
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=61.2,GuRange1=0,GuRange2=0,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:42.251860
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=59.8,GuRange1=0,GuRange2=1,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:42.774102
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=58.4,GuRange1=0,GuRange2=2,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:43.307090
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=57,GuRange1=0,GuRange2=3,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:43.836719
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=55.6,GuRange1=0,GuRange2=4,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:44.360441
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=54.2,GuRange1=0,GuRange2=5,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:44.882639
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=52.8,GuRange1=0,GuRange2=6,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:45.401376
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=51.4,GuRange1=0,GuRange2=7,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:45.924645
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=50,GuRange1=0,GuRange2=8,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:46.455752
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=50,GuRange1=0,GuRange2=9,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:46.977145
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=48.6,GuRange1=0,GuRange2=10,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:47.507362
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=47.2,GuRange1=0,GuRange2=11,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:48.035227
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=45.8,GuRange1=0,GuRange2=12,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:48.563656
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=44.4,GuRange1=0,GuRange2=13,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:49.084444
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=43.7,GuRange1=0,GuRange2=14,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:49.616257
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=41.6,GuRange1=0,GuRange2=15,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:50.149661
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=40.2,GuRange1=0,GuRange2=16,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:50.667484
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=38.8,GuRange1=0,GuRange2=17,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:51.202098
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=37.4,GuRange1=0,GuRange2=18,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:51.730926
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=36,GuRange1=0,GuRange2=19,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:52.262489
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=35.3,GuRange1=0,GuRange2=20,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:52.781424
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=33.9,GuRange1=0,GuRange2=21,GuRange3=24"",""ExceptionInfo"":""""}",2026-06-05 17:00:53.298176
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--已进入换材处理:糊机同材剩余-横切到糊机的距离=33.9,糊机到横切距离设定值=34"",""ExceptionInfo"":""""}",2026-06-05 17:00:53.305816
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--糊机判定为换材\r\n上次使用的：材质=Q.Q.Q.Q.5，楞型=5BA，门幅=2500\r\n即将使用的：材质=Q.Q.Q.-.-，楞型=3A，门幅=2500;下批材质=Q.Q.Q.-.-\r\n准备进入HandleGuChangePaper具体执行函数\r\n"",""ExceptionInfo"":""""}",2026-06-05 17:00:53.317172
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""开启糊机实材处理，本次糊机理论材质=Q.Q.Q.-.-，实际赋值使用实际材质=Q.Q.Q.-.-"",""ExceptionInfo"":""""}",2026-06-05 17:00:53.329903
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleGuChangePaper 已发送糊机换材消息，通知各执行类"",""ExceptionInfo"":""""}",2026-06-05 17:00:53.569083
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--LS0-下批材质=9,下批门幅=2500,下批楞型=3B,下批全材质=9.-.-.7.5"",""ExceptionInfo"":""""}",2026-06-05 17:01:11.560807
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--LS0-下批材质=9,下批门幅=2500,下批楞型=3B,下批全材质=9.-.-.7.5"",""ExceptionInfo"":""""}",2026-06-05 17:01:13.097701
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--LS0-下批材质=9,下批门幅=2500,下批楞型=3B,下批全材质=9.-.-.7.5"",""ExceptionInfo"":""""}",2026-06-05 17:01:15.869449
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--LS0-下批材质=9,下批门幅=2500,下批楞型=3B,下批全材质=9.-.-.7.5"",""ExceptionInfo"":""""}",2026-06-05 17:01:17.419511
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--LS0-下批材质=9,下批门幅=2500,下批楞型=3B,下批全材质=9.-.-.7.5"",""ExceptionInfo"":""""}",2026-06-05 17:01:20.185977
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--LS0-下批材质=9,下批门幅=2500,下批楞型=3B,下批全材质=9.-.-.7.5"",""ExceptionInfo"":""""}",2026-06-05 17:01:21.727250
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""横切换单或者强换，触发判定是否横切换材\r\n"",""ExceptionInfo"":""""}",2026-06-05 17:01:22.605817
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:03:17.862407
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:03:20.027069
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:03:22.186260
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:03:23.733531
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:03:25.271047
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleFirstAll 构造通知消息报文完成，准备发送......"",""ExceptionInfo"":""""}",2026-06-05 17:04:12.270090
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleFirstAll 发送完毕"",""ExceptionInfo"":""""}",2026-06-05 17:04:12.712114
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""横切换单或者强换，触发判定是否横切换材\r\nLS0横切换材了。上笔材质=Q，门幅=2500；本批材质=9，门幅=2500\r\nLS0材质校准：当前正在用的材质=Q，门幅=2500，校准后的材质=9，门幅=2500\r\nMS2横切换材了。上笔材质=-，门幅=2500；本批材质=7，门幅=2500\r\nMS2材质校准:当前正在用的材质=Q，门幅=2500，校准后的材质=7，门幅=2500\r\nLS2横切换材了。上笔材质=-，门幅=2500；本批材质=5，门幅=2500\r\n立刻给各部位赋值\r\n"",""ExceptionInfo"":""""}",2026-06-05 17:04:12.722898
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleFirstAll 构造通知消息报文完成，准备发送......"",""ExceptionInfo"":""""}",2026-06-05 17:04:32.403196
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""HandleFirstAll 发送完毕"",""ExceptionInfo"":""""}",2026-06-05 17:04:32.853215
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""横切换单或者强换，触发判定是否横切换材\r\nLS0横切换材了。上笔材质=9，门幅=2500；本批材质=Q，门幅=2500\r\nLS0材质校准：当前正在用的材质=9，门幅=2500，校准后的材质=Q，门幅=2500\r\nMS1横切换材了。上笔材质=-，门幅=2500；本批材质=Q，门幅=2500\r\nLS1横切换材了。上笔材质=-，门幅=2500；本批材质=Q，门幅=2500\r\nMS2横切换材了。上笔材质=7，门幅=2500；本批材质=Q，门幅=2500\r\nMS2材质校准:当前正在用的材质=7，门幅=2500，校准后的材质=Q，门幅=2500\r\nLS2横切换材了。上笔材质=5，门幅=2500；本批材质=Q，门幅=2500\r\nLS2材质校准:当前正在用的材质=5，门幅=2500，校准后的材质=Q，门幅=2500\r\n立刻给各部位赋值\r\n"",""ExceptionInfo"":""""}",2026-06-05 17:04:32.867551
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""横切换单或者强换，触发判定是否横切换材\r\n"",""ExceptionInfo"":""""}",2026-06-05 17:04:54.494165
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:05:56.712414
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:05:59.174907
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:06:01.936432
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:06:03.477469
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""CalSPNextBatchInfo--MS1-下批材质=8,下批门幅=2500,下批楞型=B,下批全材质=Q.8.1.7.R"",""ExceptionInfo"":""""}",2026-06-05 17:06:05.023348
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--监听糊机换材过程中发生异常：\r\nA command is already in progress: SELECT \""ID\"",\""JobType\"",\""JobStatus\"",\""DataID\"",\""StartTime\"",\""EndTime\"",\""CreateTime\"" FROM \""T_Job\""   WHERE ( \""JobType\"" = @JobType0 )  AND ( \""DataID\"" = @DataID1 )  ORDER BY \""ID\"" DESC LIMIT 1 offset 0\r\n"",""ExceptionInfo"":""""}",2026-06-05 17:06:27.416979
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=89.9,GuRange1=0,GuRange2=0,GuRange3=1"",""ExceptionInfo"":""""}",2026-06-05 17:07:20.871765
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=87.8,GuRange1=0,GuRange2=0,GuRange3=2"",""ExceptionInfo"":""""}",2026-06-05 17:07:21.393476
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=86.4,GuRange1=0,GuRange2=0,GuRange3=3"",""ExceptionInfo"":""""}",2026-06-05 17:07:21.919775
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=84.3,GuRange1=0,GuRange2=0,GuRange3=4"",""ExceptionInfo"":""""}",2026-06-05 17:07:22.445998
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=83.6,GuRange1=0,GuRange2=0,GuRange3=5"",""ExceptionInfo"":""""}",2026-06-05 17:07:22.981479
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=81.5,GuRange1=0,GuRange2=0,GuRange3=6"",""ExceptionInfo"":""""}",2026-06-05 17:07:23.519626
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=81.5,GuRange1=0,GuRange2=0,GuRange3=7"",""ExceptionInfo"":""""}",2026-06-05 17:07:24.056637
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=79.4,GuRange1=0,GuRange2=0,GuRange3=8"",""ExceptionInfo"":""""}",2026-06-05 17:07:24.580587
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=78,GuRange1=0,GuRange2=0,GuRange3=9"",""ExceptionInfo"":""""}",2026-06-05 17:07:25.102234
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=76.6,GuRange1=0,GuRange2=0,GuRange3=10"",""ExceptionInfo"":""""}",2026-06-05 17:07:25.642510
"{""Module"":""换材判定模块"",""Ip"":"""",""Host"":"""",""UserName"":"""",""Content"":""DFChangePaper--dfRemain=75.2,GuRange1=0,GuRange2=0,GuRange3=11"",""ExceptionInfo"":""""}",2026-06-05 17:07:26.167087
